"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"1129","ENSG00000103222","ENSG00000103222.18",545,7.9,571,931,490,0.71,37,"ABCC1"
"1130","ENSG00000103257","ENSG00000103257.8",134,0.6,547,60,359,0.35,0.23,"SLC7A5"
"1131","ENSG00000103266","ENSG00000103266.10",94,211,5,0.034,301,824,0.48,"STUB1"
"1132","ENSG00000103274","ENSG00000103274.10",516,143,343,15,226,282,0.61,"NUBP1"
"1133","ENSG00000103275","ENSG00000103275.19",385,820,744,34,1055,1030,67,"UBE2I"
"1134","ENSG00000103335","ENSG00000103335.21",0.55,114,183,444,195,31,140,"PIEZO1"
"1135","ENSG00000103342","ENSG00000103342.12",1105,1099,1548,2619,1491,2849,845,"GSPT1"
"1136","ENSG00000103363","ENSG00000103363.14",1495,4779,3205,1188,2633,3627,3305,"ELOB"
"1137","ENSG00000103365","ENSG00000103365.15",1127,15,259,139,222,3.8,798,"GGA2"
"1138","ENSG00000103381","ENSG00000103381.11",0.37,0.05,0.035,15,431,1,0.097,"CPPED1"
"1139","ENSG00000103415","ENSG00000103415.11",384,479,177,121,948,5.8,4.3,"HMOX2"
"1140","ENSG00000103429","ENSG00000103429.10",1.5,197,1031,344,251,3.2,0.94,"BFAR"
"1141","ENSG00000103479","ENSG00000103479.15",1,1249,917,3036,1543,61,1085,"RBL2"
"1142","ENSG00000103489","ENSG00000103489.11",0.18,0.15,0.28,0.28,53,0.94,0.032,"XYLT1"
"1143","ENSG00000103490","ENSG00000103490.13",62,212,410,0.28,253,1112,636,"PYCARD"
"1144","ENSG00000103495","ENSG00000103495.13",1.8,0.9,152,32,72,89,112,"MAZ"
"1145","ENSG00000103502","ENSG00000103502.13",61,4.4,123,0.034,121,0.71,84,"CDIPT"
"1146","ENSG00000103512","ENSG00000103512.14",29,0.24,7.2,145,37,0.1,224,"NOMO1"
"1147","ENSG00000103522","ENSG00000103522.15",319,0.05,1462,121,200,286,35,"IL21R"
"1148","ENSG00000103540","ENSG00000103540.16",0.16,0.05,202,995,25,0.35,0.032,"CCP110"
"1149","ENSG00000103550","ENSG00000103550.13",325,3.7,0.053,0.034,0.35,0.032,47,"KNOP1"
"1150","ENSG00000103591","ENSG00000103591.12",107,51,59,21,10,63,78,"AAGAB"
"1151","ENSG00000103653","ENSG00000103653.16",0.5,541,42,1.4,302,0.19,389,"CSK"
"1152","ENSG00000103657","ENSG00000103657.13",102,540,1049,43,736,1815,1124,"HERC1"
"1153","ENSG00000103707","ENSG00000103707.9",45,0.15,17,13,123,0.26,0.81,"MTFMT"
"1154","ENSG00000103769","ENSG00000103769.9",81,0.65,684,267,1001,1.5,742,"RAB11A"
"1155","ENSG00000103811","ENSG00000103811.15",211,0.3,531,79,777,774,4.1,"CTSH"
"1156","ENSG00000103966","ENSG00000103966.10",0.29,0.7,67,10,139,321,0.52,"EHD4"
"1157","ENSG00000103978","ENSG00000103978.15",630,449,898,201,1646,348,2593,"TMEM87A"
"1158","ENSG00000103994","ENSG00000103994.16",1360,587,442,0.34,379,602,3.7,"ZNF106"
"1159","ENSG00000103995","ENSG00000103995.13",77,912,190,0.28,85,0.19,880,"CEP152"
"1160","ENSG00000104064","ENSG00000104064.16",981,921,543,460,219,1203,14,"GABPB1"
"1161","ENSG00000104131","ENSG00000104131.12",469,400,910,227,322,1170,320,"EIF3J"
"1162","ENSG00000104133","ENSG00000104133.14",2.3,22,482,308,157,102,656,"SPG11"
"1163","ENSG00000104154","ENSG00000104154.6",1374,3.6,0.3,0.21,0.056,0.26,0.065,"SLC30A4"
"1164","ENSG00000104164","ENSG00000104164.10",53,530,386,18,499,3.2,599,"BLOC1S6"
"1165","ENSG00000104218","ENSG00000104218.14",138,411,241,259,69,46,677,"CSPP1"
"1166","ENSG00000104219","ENSG00000104219.12",57,683,528,450,296,309,1894,"ZDHHC2"
"1167","ENSG00000104228","ENSG00000104228.12",649,0.7,817,150,138,0.032,407,"TRIM35"
"1168","ENSG00000104231","ENSG00000104231.10",833,475,144,0.21,118,0.13,0.27,"ZFAND1"
"1169","ENSG00000104267","ENSG00000104267.9",294,1699,534,0.31,194,863,0.13,"CA2"
"1170","ENSG00000104312","ENSG00000104312.7",0.21,915,250,0.034,8.3,1,267,"RIPK2"
"1171","ENSG00000104320","ENSG00000104320.13",433,2176,161,428,495,784,2.1,"NBN"
"1172","ENSG00000104325","ENSG00000104325.6",7.4,0.1,1.4,0.034,201,227,953,"DECR1"
"1173","ENSG00000104331","ENSG00000104331.8",494,322,18,0.1,370,0.87,0.48,"IMPAD1"
"1174","ENSG00000104341","ENSG00000104341.16",0.026,0.05,1151,107,69,0.032,1.1,"LAPTM4B"
"1175","ENSG00000104343","ENSG00000104343.19",3.8,568,870,1.1,536,1331,1582,"UBE2W"
"1176","ENSG00000104365","ENSG00000104365.13",429,4.5,140,28,161,0.42,959,"IKBKB"
"1177","ENSG00000104388","ENSG00000104388.14",351,1428,854,0.31,1000,823,522,"RAB2A"
"1178","ENSG00000104408","ENSG00000104408.9",1430,1510,2927,280,1171,418,1125,"EIF3E"
"1179","ENSG00000104412","ENSG00000104412.7",1137,53,2.7,0.034,146,2,0.19,"EMC2"
"1180","ENSG00000104419","ENSG00000104419.14",0.74,175,150,106,93,563,0.84,"NDRG1"
"1181","ENSG00000104427","ENSG00000104427.11",594,2.2,1195,1104,1183,232,0.032,"ZC2HC1A"
"1182","ENSG00000104442","ENSG00000104442.9",251,0.1,0.14,0.83,90,0.065,1773,"ARMC1"
"1183","ENSG00000104447","ENSG00000104447.12",179,2115,2461,610,1192,1770,4431,"TRPS1"
"1184","ENSG00000104450","ENSG00000104450.12",224,16,574,0.3,42,0.78,0.16,"SPAG1"
"1185","ENSG00000104472","ENSG00000104472.9",1.9,127,575,0.41,537,363,0.39,"CHRAC1"
"1186","ENSG00000104490","ENSG00000104490.17",3.4,0.05,4.5,204,15,5.3,0.16,"NCALD"
"1187","ENSG00000104517","ENSG00000104517.12",330,574,2086,242,995,19,534,"UBR5"
"1188","ENSG00000104518","ENSG00000104518.10",2,48,97,0.14,20,1.1,483,"GSDMD"
"1189","ENSG00000104529","ENSG00000104529.17",1648,2867,2504,547,4085,316,1502,"EEF1D"
"1190","ENSG00000104613","ENSG00000104613.11",1.5,0.5,372,685,336,1381,8.5,"INTS10"
"1191","ENSG00000104626","ENSG00000104626.14",73,9.3,417,0.21,114,1.3,620,"ERI1"
"1192","ENSG00000104643","ENSG00000104643.9",3.1,67,0.39,11,209,44,0.23,"MTMR9"
"1193","ENSG00000104660","ENSG00000104660.17",2119,1441,4321,503,3395,2523,4428,"LEPROTL1"
"1194","ENSG00000104671","ENSG00000104671.7",3.9,774,563,0.14,818,0.9,2582,"DCTN6"
"1195","ENSG00000104687","ENSG00000104687.12",0.11,8.9,55,12,468,800,0.39,"GSR"
"1196","ENSG00000104689","ENSG00000104689.9",29,739,0.33,11,55,0.13,0.16,"TNFRSF10A"
"1197","ENSG00000104714","ENSG00000104714.13",150,936,133,676,655,0.9,204,"ERICH1"
"1198","ENSG00000104738","ENSG00000104738.16",0.13,2.1,0.18,160,14,23,0.13,"MCM4"
"1199","ENSG00000104756","ENSG00000104756.15",436,78,381,41,314,895,1177,"KCTD9"
"1200","ENSG00000104763","ENSG00000104763.18",93,0.75,196,0.86,307,4.3,516,"ASAH1"
"1201","ENSG00000104765","ENSG00000104765.15",602,1.9,1727,168,466,1239,101,"BNIP3L"
"1202","ENSG00000104774","ENSG00000104774.12",0.18,78,59,0.034,71,0.097,1,"MAN2B1"
"1203","ENSG00000104783","ENSG00000104783.11",59,0.05,116,3.6,13,212,0.23,"KCNN4"
"1204","ENSG00000104814","ENSG00000104814.12",161,156,238,87,79,568,102,"MAP4K1"
"1205","ENSG00000104823","ENSG00000104823.8",2196,3172,4461,920,1877,2107,4615,"ECH1"
"1206","ENSG00000104824","ENSG00000104824.16",2505,9520,3036,3544,1127,7008,3550,"HNRNPL"
"1207","ENSG00000104825","ENSG00000104825.16",1.1,0.2,60,46,206,0.16,412,"NFKBIB"
"1208","ENSG00000104852","ENSG00000104852.14",13,128,68,0.034,125,252,154,"SNRNP70"
"1209","ENSG00000104856","ENSG00000104856.13",18,225,79,88,491,26,0.23,"RELB"
"1210","ENSG00000104886","ENSG00000104886.11",289,4.6,381,0.48,402,970,0.26,"PLEKHJ1"
"1211","ENSG00000104889","ENSG00000104889.5",0.16,50,0.65,0.21,28,0.065,0.16,"RNASEH2A"
"1212","ENSG00000104894","ENSG00000104894.11",57,402,224,133,582,10,571,"CD37"
"1213","ENSG00000104904","ENSG00000104904.12",12081,9085,8190,4072,13633,7509,6088,"OAZ1"
"1214","ENSG00000104915","ENSG00000104915.14",0.11,636,276,69,86,0.16,2.2,"STX10"
"1215","ENSG00000104951","ENSG00000104951.15",0.16,1918,369,0.034,164,0.032,489,"IL4I1"
"1216","ENSG00000104964","ENSG00000104964.14",457,3.4,461,1,365,1437,73,"TLE5"
"1217","ENSG00000104979","ENSG00000104979.8",1391,328,822,617,966,79,1234,"C19orf53"
"1218","ENSG00000104980","ENSG00000104980.7",4.7,25,222,0.034,43,62,0.74,"TIMM44"
"1219","ENSG00000104998","ENSG00000104998.3",63,0.6,89,0.45,134,53,43,"IL27RA"
"1220","ENSG00000105058","ENSG00000105058.11",1027,251,140,26,121,859,247,"FAM32A"
"1221","ENSG00000105122","ENSG00000105122.12",0.29,0.9,74,162,171,0.097,120,"RASAL3"
"1222","ENSG00000105127","ENSG00000105127.8",48,118,51,0.45,618,351,0.032,"AKAP8"
"1223","ENSG00000105171","ENSG00000105171.9",461,4.7,1.6,201,469,0.87,1155,"POP4"
"1224","ENSG00000105185","ENSG00000105185.11",951,250,1589,727,519,2104,473,"PDCD5"
"1225","ENSG00000105193","ENSG00000105193.8",3828,3278,6970,1704,4275,3833,4643,"RPS16"
"1226","ENSG00000105197","ENSG00000105197.10",3.2,0.35,143,65,280,670,107,"TIMM50"
"1227","ENSG00000105202","ENSG00000105202.8",160,1489,472,15,240,592,0.16,"FBL"
"1228","ENSG00000105220","ENSG00000105220.14",1092,897,684,3.8,724,1166,1175,"GPI"
"1229","ENSG00000105223","ENSG00000105223.19",124,0.05,9.4,0.59,17,1.6,2,"PLD3"
"1230","ENSG00000105254","ENSG00000105254.11",471,1220,954,2.9,1316,858,827,"TBCB"
"1231","ENSG00000105258","ENSG00000105258.8",685,1033,299,0.069,398,756,152,"POLR2I"
"1232","ENSG00000105281","ENSG00000105281.12",91,1.4,129,3.5,14,0.13,1.6,"SLC1A5"
"1233","ENSG00000105323","ENSG00000105323.16",1048,602,623,1789,452,391,1197,"HNRNPUL1"
"1234","ENSG00000105339","ENSG00000105339.10",46,209,18,0.14,65,193,0.52,"DENND3"
"1235","ENSG00000105341","ENSG00000105341.18",0.13,26,9.3,228,111,0.19,1065,"DMAC2"
"1236","ENSG00000105369","ENSG00000105369.9",12,1.4,0.96,5.6,144,0.23,0.065,"CD79A"
"1237","ENSG00000105372","ENSG00000105372.6",12870,10964,21567,8038,21083,4661,6972,"RPS19"
"1238","ENSG00000105373","ENSG00000105373.18",53,63,214,10,488,2.1,0.23,"NOP53"
"1239","ENSG00000105374","ENSG00000105374.9",247,195,2176,0.1,371,538,4336,"NKG7"
"1240","ENSG00000105379","ENSG00000105379.9",387,1.4,637,990,401,0.48,210,"ETFB"
"1241","ENSG00000105393","ENSG00000105393.15",534,422,399,948,439,1126,145,"BABAM1"
"1242","ENSG00000105397","ENSG00000105397.13",0.39,185,293,0.034,179,0.13,244,"TYK2"
"1243","ENSG00000105401","ENSG00000105401.8",190,13,222,990,328,1.1,0.71,"CDC37"
"1244","ENSG00000105402","ENSG00000105402.7",608,39,403,17,357,619,1.1,"NAPA"
"1245","ENSG00000105404","ENSG00000105404.10",1650,250,646,933,1228,428,1373,"RABAC1"
"1246","ENSG00000105438","ENSG00000105438.8",934,0.95,0.75,0.24,129,18,4.4,"KDELR1"
"1247","ENSG00000105443","ENSG00000105443.14",132,4.2,24,136,22,169,0.23,"CYTH2"
"1248","ENSG00000105483","ENSG00000105483.17",807,444,826,396,200,629,2197,"CARD8"
"1249","ENSG00000105518","ENSG00000105518.13",0.74,0.05,98,0.17,289,473,4.3,"TMEM205"
"1250","ENSG00000105568","ENSG00000105568.17",413,285,358,23,313,0.32,0.55,"PPP2R1A"
"1251","ENSG00000105576","ENSG00000105576.15",40,2.1,131,3,82,311,11,"TNPO2"
"1252","ENSG00000105583","ENSG00000105583.9",1070,2889,1113,254,1331,591,1203,"WDR83OS"
"1253","ENSG00000105607","ENSG00000105607.12",12,0.1,0.088,0.034,26,0.39,681,"GCDH"
"1254","ENSG00000105617","ENSG00000105617.3",36,0.64,0.23,0.55,82,343,36,"LENG1"
"1255","ENSG00000105618","ENSG00000105618.13",122,444,0.51,0.034,111,0.032,627,"PRPF31"
"1256","ENSG00000105619","ENSG00000105619.13",47,0.05,145,2.1,43,0.097,0.29,"TFPT"
"1257","ENSG00000105639","ENSG00000105639.18",795,5479,1990,726,2607,2553,5787,"JAK3"
"1258","ENSG00000105640","ENSG00000105640.12",8576,6428,10953,3944,11623,4577,3255,"RPL18A"
"1259","ENSG00000105643","ENSG00000105643.9",47,61,29,76,848,1165,163,"ARRDC2"
"1260","ENSG00000105656","ENSG00000105656.12",100,0.1,7.8,65,59,0.23,0.065,"ELL"
"1261","ENSG00000105669","ENSG00000105669.13",516,107,769,3.9,504,99,827,"COPE"
"1262","ENSG00000105677","ENSG00000105677.11",542,126,943,0.069,472,600,267,"TMEM147"
"1263","ENSG00000105698","ENSG00000105698.15",0.21,0.15,2,88,125,16,0.16,"USF2"
"1264","ENSG00000105700","ENSG00000105700.10",515,0.22,411,57,207,0.16,54,"KXD1"
"1265","ENSG00000105708","ENSG00000105708.8",0.13,0.2,0.42,0.034,0.056,0.13,0.032,"ZNF14"
"1266","ENSG00000105717","ENSG00000105717.13",393,577,288,591,446,853,173,"PBX4"
"1267","ENSG00000105732","ENSG00000105732.12",149,0.3,108,0.1,290,0.097,2.9,"ZNF574"
"1268","ENSG00000105738","ENSG00000105738.10",90,0.6,73,14,5.6,0.032,1.1,"SIPA1L3"
"1269","ENSG00000105778","ENSG00000105778.18",22,75,47,0.31,53,0.065,0.16,"AVL9"
"1270","ENSG00000105810","ENSG00000105810.9",1873,3021,1834,1056,862,1856,1975,"CDK6"
"1271","ENSG00000105819","ENSG00000105819.13",190,1.2,389,50,691,136,38,"PMPCB"
"1272","ENSG00000105821","ENSG00000105821.14",1187,2615,563,54,713,226,0.45,"DNAJC2"
"1273","ENSG00000105829","ENSG00000105829.11",442,16,0.11,102,14,351,0.42,"BET1"
"1274","ENSG00000105835","ENSG00000105835.11",1038,2447,6293,741,1592,1536,2236,"NAMPT"
"1275","ENSG00000105849","ENSG00000105849.5",2.2,1490,780,728,690,628,1,"TWISTNB"
"1276","ENSG00000105851","ENSG00000105851.10",7.6,131,46,43,66,0.42,375,"PIK3CG"
"1277","ENSG00000105854","ENSG00000105854.12",352,668,124,34,9.4,0.19,305,"PON2"
"1278","ENSG00000105856","ENSG00000105856.13",615,68,1344,518,1882,1015,1937,"HBP1"
"1279","ENSG00000105866","ENSG00000105866.13",636,5.3,15,12,184,1030,1165,"SP4"
"1280","ENSG00000105879","ENSG00000105879.11",179,2652,132,111,96,0.032,0.19,"CBLL1"
"1281","ENSG00000105887","ENSG00000105887.10",607,286,356,41,1225,298,1094,"MTPN"
"1282","ENSG00000105939","ENSG00000105939.12",5905,14448,3449,2782,7880,2971,6740,"ZC3HAV1"
"1283","ENSG00000105953","ENSG00000105953.14",188,2.9,94,6.2,209,0.23,1,"OGDH"
"1284","ENSG00000105968","ENSG00000105968.18",828,962,1309,501,1357,139,36,"H2AZ2"
"1285","ENSG00000105983","ENSG00000105983.20",352,7.9,13,0.069,6.3,0.45,0.065,"LMBR1"
"1286","ENSG00000105993","ENSG00000105993.14",2959,4340,2734,1093,1838,3312,3135,"DNAJB6"
"1287","ENSG00000106003","ENSG00000106003.12",7.3,0.35,35,190,168,118,169,"LFNG"
"1288","ENSG00000106028","ENSG00000106028.10",895,319,359,49,338,580,5.5,"SSBP1"
"1289","ENSG00000106052","ENSG00000106052.13",3721,2977,7164,3042,4607,6210,3174,"TAX1BP1"
"1290","ENSG00000106080","ENSG00000106080.10",303,103,0.16,191,16,0.032,0.097,"FKBP14"
"1291","ENSG00000106105","ENSG00000106105.13",275,26,228,217,97,1729,7.2,"GARS1"
"1292","ENSG00000106133","ENSG00000106133.17",68,0.1,114,299,108,48,0.057,"NSUN5P2"
"1293","ENSG00000106144","ENSG00000106144.19",2196,3932,1695,1173,692,4229,6955,"CASP2"
"1294","ENSG00000106153","ENSG00000106153.12",1562,1500,3284,862,2554,1039,1458,"CHCHD2"
"1295","ENSG00000106211","ENSG00000106211.8",311,1004,685,321,394,377,1498,"HSPB1"
"1296","ENSG00000106244","ENSG00000106244.12",106,208,302,394,246,0.19,363,"PDAP1"
"1297","ENSG00000106245","ENSG00000106245.10",781,1292,1688,830,1614,1497,1343,"BUD31"
"1298","ENSG00000106246","ENSG00000106246.17",203,3.7,109,8.1,13,6.1,6.5,"PTCD1"
"1299","ENSG00000106261","ENSG00000106261.16",1029,184,158,39,221,0.097,564,"ZKSCAN1"
"1300","ENSG00000106263","ENSG00000106263.17",102,883,4.8,59,42,596,24,"EIF3B"
"1301","ENSG00000106266","ENSG00000106266.10",3.5,0.25,115,0.24,4.6,0.23,1.3,"SNX8"
"1302","ENSG00000106268","ENSG00000106268.15",3.2,173,189,99,369,0.13,711,"NUDT1"
"1303","ENSG00000106299","ENSG00000106299.7",47,838,258,0.52,135,0.19,297,"WASL"
"1304","ENSG00000106328","ENSG00000106328.9",0.34,0.28,11,0.014,0.73,0.032,0.032,"FSCN3"
"1305","ENSG00000106344","ENSG00000106344.8",459,148,28,222,56,144,2.2,"RBM28"
"1306","ENSG00000106351","ENSG00000106351.12",0.24,0.2,19,0.21,0.14,0.19,0.19,"AGFG2"
"1307","ENSG00000106355","ENSG00000106355.9",120,656,246,1.2,351,600,402,"LSM5"
"1308","ENSG00000106392","ENSG00000106392.10",375,1312,1604,353,567,4.8,1500,"C1GALT1"
"1309","ENSG00000106399","ENSG00000106399.11",382,457,705,0.21,781,261,1182,"RPA3"
"1310","ENSG00000106400","ENSG00000106400.11",330,1293,630,304,776,0.61,138,"ZNHIT1"
"1311","ENSG00000106415","ENSG00000106415.12",48,1088,2361,3601,521,1288,1325,"GLCCI1"
"1312","ENSG00000106443","ENSG00000106443.15",1190,149,108,23,131,0.23,0.35,"PHF14"
"1313","ENSG00000106459","ENSG00000106459.14",159,0.1,117,2.3,11,0.68,235,"NRF1"
"1314","ENSG00000106462","ENSG00000106462.10",160,550,1077,333,500,718,1032,"EZH2"
"1315","ENSG00000106477","ENSG00000106477.18",0.66,34,32,75,22,0.032,0.097,"CEP41"
"1316","ENSG00000106537","ENSG00000106537.7",0.16,188,177,0.52,0.15,0.48,0.42,"TSPAN13"
"1317","ENSG00000106546","ENSG00000106546.12",866,476,703,1074,662,526,317,"AHR"
"1318","ENSG00000106560","ENSG00000106560.10",64,1.4,433,0.069,263,0.84,258,"GIMAP2"
"1319","ENSG00000106588","ENSG00000106588.10",2975,2931,3231,1180,2256,3032,5225,"PSMA2"
"1320","ENSG00000106591","ENSG00000106591.3",629,0.7,347,247,219,0.23,374,"MRPL32"
"1321","ENSG00000106603","ENSG00000106603.18",490,25,455,88,721,11,0.48,"COA1"
"1322","ENSG00000106605","ENSG00000106605.10",844,0.2,255,0.45,535,471,283,"BLVRA"
"1323","ENSG00000106609","ENSG00000106609.16",440,0.2,362,144,283,9.6,11,"TMEM248"
"1324","ENSG00000106615","ENSG00000106615.9",560,286,724,31,648,983,547,"RHEB"
"1325","ENSG00000106617","ENSG00000106617.13",0.39,0.8,0.51,572,1.4,0.26,0.097,"PRKAG2"
"1326","ENSG00000106635","ENSG00000106635.7",0.95,416,529,86,83,190,0.61,"BCL7B"
"1327","ENSG00000106636","ENSG00000106636.7",113,0.4,66,2.9,61,48,9.1,"YKT6"
"1328","ENSG00000106682","ENSG00000106682.14",1770,1049,828,798,706,79,527,"EIF4H"
"1329","ENSG00000106723","ENSG00000106723.16",176,302,647,0.034,278,114,248,"SPIN1"
"1330","ENSG00000106733","ENSG00000106733.20",473,3,458,17,249,0.065,1.9,"NMRK1"
"1331","ENSG00000106771","ENSG00000106771.12",723,461,935,744,345,2855,399,"TMEM245"
"1332","ENSG00000106780","ENSG00000106780.8",49,234,179,107,226,0.032,0.097,"MEGF9"
"1333","ENSG00000106785","ENSG00000106785.14",365,1144,305,52,17,258,16,"TRIM14"
"1334","ENSG00000106789","ENSG00000106789.12",12,2.7,54,26,132,132,12,"CORO2A"
"1335","ENSG00000106799","ENSG00000106799.12",8.2,0.35,331,0.17,32,0.13,8.1,"TGFBR1"
"1336","ENSG00000106803","ENSG00000106803.9",649,2424,1938,145,977,475,1916,"SEC61B"
"1337","ENSG00000106829","ENSG00000106829.18",32,710,92,44,95,0.55,31,"TLE4"
"1338","ENSG00000106948","ENSG00000106948.16",301,575,475,238,256,357,1235,"AKNA"
"1339","ENSG00000106952","ENSG00000106952.7",256,27,220,659,780,0.032,0.65,"TNFSF8"
"1340","ENSG00000107020","ENSG00000107020.9",183,38,1061,0.034,510,0.39,0.32,"PLGRKT"
"1341","ENSG00000107036","ENSG00000107036.11",0.18,1.2,391,1.3,39,0.065,0.097,"RIC1"
"1342","ENSG00000107099","ENSG00000107099.15",1271,2569,1488,167,719,1057,4209,"DOCK8"
"1343","ENSG00000107201","ENSG00000107201.9",119,783,191,72,260,68,5.1,"DDX58"
"1344","ENSG00000107223","ENSG00000107223.12",1165,1924,1461,63,1068,299,807,"EDF1"
"1345","ENSG00000107262","ENSG00000107262.19",220,871,506,436,76,154,557,"BAG1"
"1346","ENSG00000107263","ENSG00000107263.18",230,38,239,16,252,7.8,71,"RAPGEF1"
"1347","ENSG00000107290","ENSG00000107290.13",650,1861,479,705,948,1377,0.84,"SETX"
"1348","ENSG00000107341","ENSG00000107341.4",17,1591,164,90,166,500,5.6,"UBE2R2"
"1349","ENSG00000107371","ENSG00000107371.12",191,4.2,230,0.069,240,511,0.84,"EXOSC3"
"1350","ENSG00000107372","ENSG00000107372.12",514,1311,728,126,1652,311,32,"ZFAND5"
"1351","ENSG00000107443","ENSG00000107443.15",12,2.4,52,0.069,0.29,2.4,0.71,"CCNJ"
"1352","ENSG00000107485","ENSG00000107485.15",403,579,871,123,275,1106,405,"GATA3"
"1353","ENSG00000107521","ENSG00000107521.18",127,137,20,0.069,92,740,0.65,"HPS1"
"1354","ENSG00000107537","ENSG00000107537.13",0.24,194,49,0.76,25,0.032,3.4,"PHYH"
"1355","ENSG00000107560","ENSG00000107560.10",1785,148,0.25,0.069,220,14,380,"RAB11FIP2"
"1356","ENSG00000107581","ENSG00000107581.12",778,187,1876,264,2536,1634,1828,"EIF3A"
"1357","ENSG00000107625","ENSG00000107625.12",779,6.2,50,5.2,130,142,183,"DDX50"
"1358","ENSG00000107651","ENSG00000107651.12",330,160,190,87,77,455,0.45,"SEC23IP"
"1359","ENSG00000107669","ENSG00000107669.17",150,0.1,197,26,184,0.097,0.26,"ATE1"
"1360","ENSG00000107679","ENSG00000107679.14",37,0.15,138,0.34,259,3.6,563,"PLEKHA1"
"1361","ENSG00000107738","ENSG00000107738.19",72,272,623,34,499,0.65,321,"VSIR"
"1362","ENSG00000107742","ENSG00000107742.12",2417,3524,2293,2976,2281,3318,1464,"SPOCK2"
"1363","ENSG00000107745","ENSG00000107745.18",214,129,102,107,33,0.29,376,"MICU1"
"1364","ENSG00000107758","ENSG00000107758.15",2.6,0.15,723,21,176,465,0.23,"PPP3CB"
"1365","ENSG00000107771","ENSG00000107771.15",2105,486,687,71,531,572,0.39,"CCSER2"
"1366","ENSG00000107798","ENSG00000107798.17",132,1.4,0.23,712,183,2.4,3.7,"LIPA"
"1367","ENSG00000107854","ENSG00000107854.5",44,21,393,0.62,338,394,118,"TNKS2"
"1368","ENSG00000107862","ENSG00000107862.4",182,0.25,56,0.034,284,919,80,"GBF1"
"1369","ENSG00000107863","ENSG00000107863.17",125,276,3.3,0.034,103,0.097,0.61,"ARHGAP21"
"1370","ENSG00000107872","ENSG00000107872.12",29,0.05,113,419,71,1.6,0.32,"FBXL15"
"1371","ENSG00000107874","ENSG00000107874.10",468,0.25,228,0.034,308,1.5,397,"CUEDC2"
"1372","ENSG00000107897","ENSG00000107897.18",16,24,25,181,287,0.35,0.35,"ACBD5"
"1373","ENSG00000107929","ENSG00000107929.14",1252,513,365,166,246,600,515,"LARP4B"
"1374","ENSG00000107937","ENSG00000107937.18",1374,195,1388,512,326,160,21,"GTPBP4"
"1375","ENSG00000107949","ENSG00000107949.16",685,143,1034,222,566,578,1412,"BCCIP"
"1376","ENSG00000107951","ENSG00000107951.14",2105,4.8,791,237,202,303,622,"MTPAP"
"1377","ENSG00000107959","ENSG00000107959.15",548,0.05,3.6,120,226,1.4,149,"PITRM1"
"1378","ENSG00000107968","ENSG00000107968.9",198,534,2721,14,469,705,11,"MAP3K8"
"1379","ENSG00000108010","ENSG00000108010.11",376,1.2,863,58,403,174,1.7,"GLRX3"
"1380","ENSG00000108021","ENSG00000108021.19",0.76,243,2112,282,262,1019,92,"TASOR2"
"1381","ENSG00000108055","ENSG00000108055.9",2363,2943,2897,501,2020,2279,3036,"SMC3"
"1382","ENSG00000108061","ENSG00000108061.11",1258,162,1650,612,757,1351,216,"SHOC2"
"1383","ENSG00000108064","ENSG00000108064.10",372,111,384,108,395,0.71,0.32,"TFAM"
"1384","ENSG00000108094","ENSG00000108094.14",38,8,606,12,378,1.4,6.1,"CUL2"
"1385","ENSG00000108107","ENSG00000108107.14",532,1121,1602,960,1773,1500,786,"RPL28"
"1386","ENSG00000108175","ENSG00000108175.16",0.5,0.3,297,0.24,77,333,0.23,"ZMIZ1"
"1387","ENSG00000108179","ENSG00000108179.13",71,57,1.4,1155,660,788,67,"PPIF"
"1388","ENSG00000108219","ENSG00000108219.14",154,903,486,43,800,69,86,"TSPAN14"
"1389","ENSG00000108256","ENSG00000108256.8",254,133,534,658,775,564,17,"NUFIP2"
"1390","ENSG00000108262","ENSG00000108262.15",200,467,1.5,0.38,22,224,0.48,"GIT1"
